user_id,Age,Occupation,Monthly Income,Family size
65782,29,Employee,25001 to 50000,4
65783,27,Self Employeed,25001 to 50000,6
65784,25,Self Employeed,10001 to 25000,3
65785,21,Student,No Income,2
65786,23,Student,No Income,3
65787,24,Employee,10001 to 25000,4
65788,32,Self Employeed,10001 to 25000,3
65789,28,Employee,25001 to 50000,5
65790,26,Employee,10001 to 25000,2
65791,31,House wife,No Income,5
65792,27,Self Employeed,25001 to 50000,3
65793,21,Student,No Income,1
65794,23,Student,No Income,2
65795,26,Employee,10001 to 25000,4
65796,32,Employee,More than 50000,5
65797,25,Student,No Income,2
65798,28,Self Employeed,10001 to 25000,2
65799,21,Student,No Income,3
65800,24,Student,No Income,2
65801,26,Self Employeed,10001 to 25000,5
65802,32,Employee,25001 to 50000,3
65803,29,Self Employeed,More than 50000,6
65804,21,Student,No Income,5
65805,24,Self Employeed,25001 to 50000,3
65806,26,Self Employeed,More than 50000,2
65807,25,Employee,More than 50000,3
65808,29,Employee,25001 to 50000,3
65809,22,Student,No Income,3
65810,24,Student,No Income,2
65811,27,Employee,25001 to 50000,2
65812,23,Student,No Income,3
65813,32,Employee,More than 50000,6
65814,22,Student,No Income,2
65815,28,Employee,25001 to 50000,3
65816,23,Student,No Income,2
65817,30,Self Employeed,More than 50000,1
65818,21,Student,No Income,3
65819,26,Employee,Below Rs.10000,6
65820,25,Self Employeed,More than 50000,3
65821,31,Employee,Below Rs.10000,1
65822,23,Employee,25001 to 50000,2
65823,29,Employee,25001 to 50000,3
65824,21,Student,No Income,6
65825,20,Student,No Income,3
65826,22,Employee,10001 to 25000,2
65827,30,House wife,No Income,6
65828,27,Self Employeed,More than 50000,3
65829,23,Student,No Income,2
65830,30,Self Employeed,25001 to 50000,6
65831,23,Student,No Income,3
65832,28,Employee,25001 to 50000,6
65833,30,Self Employeed,More than 50000,6
65834,24,Employee,25001 to 50000,2
65835,21,Student,No Income,2
65836,23,Employee,10001 to 25000,3
65837,25,Self Employeed,More than 50000,4
65838,24,Employee,25001 to 50000,2
65839,26,Employee,10001 to 25000,3
65840,25,Employee,25001 to 50000,2
65841,22,Student,25001 to 50000,3
65842,26,Employee,25001 to 50000,2
65843,23,Employee,10001 to 25000,2
65844,21,Employee,Below Rs.10000,2
65845,25,Self Employeed,25001 to 50000,3
65846,24,Employee,10001 to 25000,2
65847,22,Student,No Income,2
65848,23,Student,No Income,4
65849,24,Employee,More than 50000,3
65850,22,Student,No Income,2
65851,30,Employee,More than 50000,5
65852,23,Employee,10001 to 25000,4
65853,19,Student,No Income,6
65854,21,Student,No Income,2
65855,23,Student,No Income,4
65856,24,Employee,25001 to 50000,3
65857,26,Employee,10001 to 25000,2
65858,26,Student,No Income,2
65859,25,Student,10001 to 25000,2
65860,28,Employee,25001 to 50000,5
65861,25,Student,No Income,3
65862,20,Student,No Income,2
65863,27,Self Employeed,More than 50000,6
65864,25,Employee,25001 to 50000,3
65865,24,Student,No Income,5
65866,25,Employee,More than 50000,1
65867,25,Employee,25001 to 50000,3
65868,24,Student,Below Rs.10000,5
65869,24,Student,No Income,3
65870,22,Employee,10001 to 25000,1
65871,28,Employee,25001 to 50000,2
65872,25,Employee,More than 50000,6
65873,22,Student,Below Rs.10000,3
65874,22,Student,No Income,6
65875,22,Student,Below Rs.10000,4
65876,27,Employee,More than 50000,2
65877,22,Student,No Income,3
65878,24,Student,No Income,3
65879,23,Student,No Income,2
65880,23,Student,No Income,4
65881,22,Student,No Income,5
65882,23,Student,Below Rs.10000,2
65883,32,Employee,More than 50000,5
65884,25,Student,No Income,2
65885,28,Self Employeed,10001 to 25000,2
65886,21,Student,No Income,3
65887,24,Student,No Income,2
65888,26,Self Employeed,10001 to 25000,5
65889,32,Employee,25001 to 50000,3
65890,29,Self Employeed,More than 50000,6
65891,21,Student,No Income,5
65892,24,Self Employeed,25001 to 50000,3
65893,26,Self Employeed,More than 50000,2
65894,21,Employee,More than 50000,3
65895,29,Employee,25001 to 50000,3
65896,22,Student,No Income,3
65897,24,Student,No Income,2
65898,27,Employee,25001 to 50000,2
65899,23,Student,No Income,3
65900,32,Employee,More than 50000,6
65901,22,Student,No Income,2
65902,22,Employee,25001 to 50000,4
65903,26,Employee,More than 50000,4
65904,25,Student,No Income,3
65905,20,Student,No Income,2
65906,29,Employee,25001 to 50000,4
65907,23,Student,No Income,1
65908,25,Self Employeed,More than 50000,2
65909,29,Employee,25001 to 50000,4
65910,27,Self Employeed,25001 to 50000,6
65911,25,Self Employeed,10001 to 25000,3
65912,21,Student,No Income,2
65913,23,Student,No Income,3
65914,24,Employee,10001 to 25000,4
65915,22,Self Employeed,10001 to 25000,3
65916,28,Employee,25001 to 50000,5
65917,26,Employee,10001 to 25000,2
65918,22,Employee,25001 to 50000,4
65919,26,Employee,More than 50000,4
65920,25,Student,No Income,3
65921,20,Student,No Income,2
65922,29,Employee,25001 to 50000,4
65923,23,Student,No Income,1
65924,25,Self Employeed,More than 50000,2
65925,29,Employee,25001 to 50000,4
65926,27,Self Employeed,25001 to 50000,6
65927,25,Self Employeed,10001 to 25000,3
65928,21,Student,No Income,2
65929,24,Student,No Income,2
65930,26,Self Employeed,10001 to 25000,5
65931,32,Employee,25001 to 50000,3
65932,29,Self Employeed,More than 50000,6
65933,21,Student,No Income,5
65934,24,Self Employeed,25001 to 50000,3
65935,26,Self Employeed,More than 50000,2
65936,31,Employee,More than 50000,3
65937,29,Employee,25001 to 50000,3
65938,22,Student,No Income,3
65939,24,Student,No Income,2
65940,27,Employee,25001 to 50000,2
65941,23,Student,No Income,3
65942,30,Employee,More than 50000,6
65943,22,Student,No Income,2
65944,28,Employee,25001 to 50000,3
65945,23,Student,No Income,2
65946,30,Self Employeed,More than 50000,1
65947,21,Student,No Income,3
65948,26,Employee,Below Rs.10000,6
65949,25,Self Employeed,More than 50000,3
65950,31,Employee,Below Rs.10000,1
65951,23,Employee,25001 to 50000,2
65952,22,Student,Below Rs.10000,4
65953,27,Employee,More than 50000,2
65954,22,Student,No Income,3
65955,24,Student,No Income,3
65956,23,Student,No Income,2
65957,23,Student,No Income,4
65958,22,Student,No Income,5
65959,23,Student,Below Rs.10000,2
65960,23,Student,No Income,5
65961,20,Student,No Income,4
65962,24,Student,Below Rs.10000,3
65963,22,Student,Below Rs.10000,3
65964,22,Student,No Income,6
65965,22,Student,Below Rs.10000,4
65966,27,Employee,More than 50000,2
65967,22,Student,No Income,3
65968,24,Student,No Income,3
65969,23,Student,No Income,2
65970,23,Student,No Income,4
65971,22,Student,No Income,5
65972,23,Student,Below Rs.10000,2
65973,23,Student,No Income,5
65974,21,Student,No Income,4
65975,23,Self Employeed,10001 to 25000,5
65976,24,Student,No Income,6
65977,28,Employee,25001 to 50000,2
65978,23,Student,No Income,3
65979,25,Student,No Income,4
65980,21,Student,Below Rs.10000,1
65981,24,Student,No Income,3
65982,22,Student,No Income,4
65983,22,Student,No Income,4
65984,23,Student,No Income,4
65985,21,Student,Below Rs.10000,3
65986,25,Student,No Income,3
65987,22,Student,No Income,5
65988,22,Student,No Income,3
65989,23,Employee,10001 to 25000,3
65990,22,Student,Below Rs.10000,4
65991,22,Employee,10001 to 25000,5
65992,22,Student,No Income,4
65993,25,Employee,More than 50000,4
65994,22,Student,10001 to 25000,5
65995,22,Student,No Income,2
65996,25,Student,10001 to 25000,3
65997,25,Student,No Income,5
65998,32,House wife,No Income,5
65999,23,Student,No Income,3
66000,23,Student,No Income,4
66001,30,Self Employeed,More than 50000,4
66002,23,Student,No Income,3
66003,23,Student,No Income,4
66004,22,Student,No Income,5
66005,22,Student,No Income,5
66006,27,Self Employeed,10001 to 25000,2
66007,24,Student,No Income,3
66008,23,Student,No Income,2
66009,23,Student,No Income,3
66010,22,Student,10001 to 25000,5
66011,23,Student,No Income,5
66012,23,Student,No Income,2
66013,24,Student,No Income,3
66014,25,Student,No Income,2
66015,22,Student,No Income,3
66016,28,Student,No Income,2
66017,22,Student,No Income,1
66018,24,Student,No Income,3
66019,31,Employee,More than 50000,5
66020,25,Student,No Income,4
66021,23,Student,No Income,5
66022,22,Student,No Income,3
66023,23,Student,25001 to 50000,1
66024,23,Student,No Income,4
66025,23,Student,No Income,2
66026,25,Student,No Income,6
66027,24,Employee,10001 to 25000,4
66028,23,Student,No Income,4
66029,23,Student,No Income,4
66030,24,Employee,More than 50000,4
66031,22,Student,No Income,4
66032,24,Student,10001 to 25000,3
66033,25,Student,No Income,3
66034,23,Student,No Income,2
66035,26,Student,No Income,4
66036,24,Student,25001 to 50000,3
66037,26,Student,No Income,4
66038,21,Student,No Income,4
66039,22,Student,No Income,3
66040,24,Student,No Income,5
66041,24,Student,10001 to 25000,4
66042,23,Student,No Income,3
66043,23,Student,No Income,3
66044,22,Student,No Income,3
66045,23,Student,No Income,3
66046,24,Student,No Income,4
66047,24,Student,No Income,5
66048,25,Student,No Income,1
66049,25,Student,No Income,5
66050,28,Self Employeed,10001 to 25000,2
66051,27,Employee,25001 to 50000,5
66052,26,Self Employeed,10001 to 25000,1
66053,22,Student,No Income,2
66054,24,Student,No Income,3
66055,23,Student,No Income,1
66056,25,Student,No Income,1
66057,23,Student,No Income,5
66058,23,Student,No Income,5
66059,26,Employee,25001 to 50000,5
66060,32,House wife,No Income,3
66061,24,Student,10001 to 25000,3
66062,23,Student,No Income,2
66063,22,Employee,10001 to 25000,3
66064,24,Student,No Income,3
66065,26,Employee,25001 to 50000,2
66066,28,Employee,More than 50000,3
66067,26,Employee,More than 50000,2
66068,25,Student,No Income,1
66069,25,Employee,Below Rs.10000,2
66070,18,Student,No Income,5
66071,21,Student,No Income,4
66072,25,Student,No Income,1
66073,25,Student,Below Rs.10000,2
66074,23,Student,No Income,5
66075,23,Employee,10001 to 25000,2
66076,25,Employee,25001 to 50000,4
66077,31,House wife,No Income,5
66078,24,Self Employeed,More than 50000,2
66079,32,Employee,25001 to 50000,5
66080,25,Employee,25001 to 50000,3
66081,27,Self Employeed,More than 50000,5
66082,26,Self Employeed,25001 to 50000,3
66083,26,Self Employeed,25001 to 50000,3
66084,32,Employee,More than 50000,5
66085,24,Self Employeed,More than 50000,6
66086,27,Self Employeed,25001 to 50000,3
66087,23,Student,No Income,3
66088,25,Student,No Income,4
66089,23,Student,No Income,3
66090,23,Student,No Income,4
66091,28,Employee,More than 50000,3
66092,32,Employee,More than 50000,1
66093,23,Student,No Income,2
66094,19,Student,No Income,2
66095,19,Student,No Income,4
66096,27,Employee,25001 to 50000,2
66097,25,Self Employeed,25001 to 50000,3
66098,33,Employee,More than 50000,5
66099,26,Employee,More than 50000,3
66100,22,Student,Below Rs.10000,4
66101,23,Student,No Income,3
66102,22,Student,No Income,3
66103,25,Employee,25001 to 50000,2
66104,30,House wife,No Income,5
66105,24,Student,No Income,3
66106,25,Employee,10001 to 25000,3
66107,23,Student,More than 50000,3
66108,24,Student,No Income,4
66109,32,Employee,10001 to 25000,4
66110,22,Student,No Income,4
66111,23,Student,More than 50000,3
66112,23,Student,No Income,4
66113,20,Student,No Income,2
66114,21,Student,No Income,2
66115,24,Self Employeed,10001 to 25000,5
66116,23,Student,No Income,4
66117,25,Employee,25001 to 50000,3
66118,32,House wife,No Income,3
66119,27,Employee,More than 50000,5
66120,20,Student,No Income,2
66121,21,Student,No Income,2
66122,26,Employee,More than 50000,3
66123,25,Employee,10001 to 25000,4
66124,26,Employee,25001 to 50000,3
66125,26,Employee,25001 to 50000,3
66126,27,Employee,More than 50000,4
66127,27,Student,No Income,5
66128,24,Student,No Income,5
66129,25,Self Employeed,More than 50000,2
66130,20,Student,No Income,2
66131,22,Student,No Income,1
66132,26,Student,Below Rs.10000,3
66133,27,Employee,25001 to 50000,1
66134,25,Student,No Income,3
66135,24,Employee,Below Rs.10000,2
66136,23,Employee,10001 to 25000,6
66137,22,Student,No Income,2
66138,26,Self Employeed,More than 50000,3
66139,26,Employee,Below Rs.10000,1
66140,25,Self Employeed,25001 to 50000,3
66141,29,Employee,More than 50000,3
66142,23,Student,Below Rs.10000,3
66143,22,Employee,25001 to 50000,4
66144,22,Student,No Income,2
66145,32,House wife,No Income,5
66146,28,Employee,More than 50000,1
66147,22,Student,No Income,2
66148,25,Employee,10001 to 25000,2
66149,26,Employee,25001 to 50000,2
66150,31,Self Employeed,More than 50000,6
66151,24,Student,No Income,3
66152,24,Employee,25001 to 50000,2
66153,31,Employee,More than 50000,5
66154,26,Employee,25001 to 50000,2
66155,24,Self Employeed,More than 50000,2
66156,22,Student,No Income,3
66157,19,Student,No Income,6
66158,25,Employee,More than 50000,6
66159,23,House wife,No Income,6
66160,23,Student,No Income,2
66161,23,Student,No Income,2
66162,24,Student,No Income,5
66163,22,Employee,25001 to 50000,4
66164,26,Employee,More than 50000,4
66165,25,Student,No Income,3
66166,20,Student,No Income,2
66167,29,Employee,25001 to 50000,4
66168,23,Student,No Income,1
66169,25,Self Employeed,More than 50000,2
66170,29,Employee,25001 to 50000,4
66171,27,Self Employeed,25001 to 50000,6
66172,25,Self Employeed,10001 to 25000,3
66173,21,Student,No Income,2
66174,23,Student,No Income,3
66175,24,Employee,10001 to 25000,4
66176,32,Self Employeed,10001 to 25000,3
66177,28,Employee,25001 to 50000,5
66178,26,Employee,10001 to 25000,2
66179,31,House wife,No Income,5
66180,27,Self Employeed,25001 to 50000,3
66181,21,Student,No Income,1
66182,23,Student,No Income,2
66183,26,Employee,10001 to 25000,4
66184,32,Employee,More than 50000,5
66185,25,Student,No Income,2
66186,28,Self Employeed,10001 to 25000,2
66187,21,Student,No Income,3
66188,24,Student,No Income,2
66189,26,Self Employeed,10001 to 25000,5
66190,32,Employee,25001 to 50000,3
66191,29,Self Employeed,More than 50000,6
66192,21,Student,No Income,5
66193,24,Self Employeed,25001 to 50000,3
66194,26,Self Employeed,More than 50000,2
66195,25,Employee,More than 50000,3
66196,29,Employee,25001 to 50000,3
66197,22,Student,No Income,3
66198,24,Student,No Income,2
66199,27,Employee,25001 to 50000,2
66200,23,Student,No Income,3
66201,32,Employee,More than 50000,6
66202,22,Student,No Income,2
66203,28,Employee,25001 to 50000,3
66204,23,Student,No Income,2
66205,30,Self Employeed,More than 50000,1
66206,21,Student,No Income,3
66207,26,Employee,Below Rs.10000,6
66208,25,Self Employeed,More than 50000,3
66209,31,Employee,Below Rs.10000,1
66210,23,Employee,25001 to 50000,2
66211,29,Employee,25001 to 50000,3
66212,21,Student,No Income,6
66213,20,Student,No Income,3
66214,22,Employee,10001 to 25000,2
66215,30,House wife,No Income,6
66216,27,Self Employeed,More than 50000,3
66217,23,Student,No Income,2
66218,30,Self Employeed,25001 to 50000,6
66219,23,Student,No Income,3
66220,28,Employee,25001 to 50000,6
66221,30,Self Employeed,More than 50000,6
66222,24,Employee,25001 to 50000,2
66223,21,Student,No Income,2
66224,23,Employee,10001 to 25000,3
66225,25,Self Employeed,More than 50000,4
66226,24,Employee,25001 to 50000,2
66227,26,Employee,10001 to 25000,3
66228,25,Employee,25001 to 50000,2
66229,22,Student,25001 to 50000,3
66230,26,Employee,25001 to 50000,2
66231,23,Employee,10001 to 25000,2
66232,21,Employee,Below Rs.10000,2
66233,25,Self Employeed,25001 to 50000,3
66234,24,Employee,10001 to 25000,2
66235,22,Student,No Income,2
66236,23,Student,No Income,4
66237,24,Employee,More than 50000,3
66238,22,Student,No Income,2
66239,30,Employee,More than 50000,5
66240,23,Employee,10001 to 25000,4
66241,19,Student,No Income,6
66242,21,Student,No Income,2
66243,23,Student,No Income,4
66244,24,Employee,25001 to 50000,3
66245,26,Employee,10001 to 25000,2
66246,26,Student,No Income,2
66247,25,Student,10001 to 25000,2
66248,28,Employee,25001 to 50000,5
66249,25,Student,No Income,3
66250,20,Student,No Income,2
66251,27,Self Employeed,More than 50000,6
66252,25,Employee,25001 to 50000,3
66253,24,Student,No Income,5
66254,25,Employee,More than 50000,1
66255,25,Employee,25001 to 50000,3
66256,24,Student,Below Rs.10000,5
66257,24,Student,No Income,3
66258,22,Employee,10001 to 25000,1
66259,28,Employee,25001 to 50000,2
66260,25,Employee,More than 50000,6
66261,22,Student,Below Rs.10000,3
66262,22,Student,No Income,6
66263,22,Student,Below Rs.10000,4
66264,27,Employee,More than 50000,2
66265,22,Student,No Income,3
66266,24,Student,No Income,3
66267,23,Student,No Income,2
66268,23,Student,No Income,4
66269,22,Student,No Income,5
66270,23,Student,Below Rs.10000,2
66271,32,Employee,More than 50000,5
66272,25,Student,No Income,2
66273,28,Self Employeed,10001 to 25000,2
66274,21,Student,No Income,3
66275,24,Student,No Income,2
66276,26,Self Employeed,10001 to 25000,5
66277,32,Employee,25001 to 50000,3
66278,29,Self Employeed,More than 50000,6
66279,21,Student,No Income,5
66280,24,Self Employeed,25001 to 50000,3
66281,26,Self Employeed,More than 50000,2
66282,21,Employee,More than 50000,3
66283,29,Employee,25001 to 50000,3
66284,22,Student,No Income,3
66285,24,Student,No Income,2
66286,27,Employee,25001 to 50000,2
66287,23,Student,No Income,3
66288,32,Employee,More than 50000,6
66289,22,Student,No Income,2
66290,22,Employee,25001 to 50000,4
66291,26,Employee,More than 50000,4
66292,25,Student,No Income,3
66293,20,Student,No Income,2
66294,29,Employee,25001 to 50000,4
66295,23,Student,No Income,1
66296,25,Self Employeed,More than 50000,2
66297,29,Employee,25001 to 50000,4
66298,27,Self Employeed,25001 to 50000,6
66299,25,Self Employeed,10001 to 25000,3
66300,21,Student,No Income,2
66301,23,Student,No Income,3
66302,24,Employee,10001 to 25000,4
66303,22,Self Employeed,10001 to 25000,3
66304,28,Employee,25001 to 50000,5
66305,26,Employee,10001 to 25000,2
66306,22,Employee,25001 to 50000,4
66307,26,Employee,More than 50000,4
66308,25,Student,No Income,3
66309,20,Student,No Income,2
66310,29,Employee,25001 to 50000,4
66311,23,Student,No Income,1
66312,25,Self Employeed,More than 50000,2
66313,29,Employee,25001 to 50000,4
66314,27,Self Employeed,25001 to 50000,6
66315,25,Self Employeed,10001 to 25000,3
66316,21,Student,No Income,2
66317,24,Student,No Income,2
66318,26,Self Employeed,10001 to 25000,5
66319,32,Employee,25001 to 50000,3
66320,29,Self Employeed,More than 50000,6
66321,21,Student,No Income,5
66322,24,Self Employeed,25001 to 50000,3
66323,26,Self Employeed,More than 50000,2
66324,31,Employee,More than 50000,3
66325,29,Employee,25001 to 50000,3
66326,22,Student,No Income,3
66327,24,Student,No Income,2
66328,27,Employee,25001 to 50000,2
66329,23,Student,No Income,3
66330,30,Employee,More than 50000,6
66331,22,Student,No Income,2
66332,28,Employee,25001 to 50000,3
66333,23,Student,No Income,2
66334,30,Self Employeed,More than 50000,1
66335,21,Student,No Income,3
66336,26,Employee,Below Rs.10000,6
66337,25,Self Employeed,More than 50000,3
66338,31,Employee,Below Rs.10000,1
66339,23,Employee,25001 to 50000,2
66340,22,Student,Below Rs.10000,4
66341,27,Employee,More than 50000,2
66342,22,Student,No Income,3
66343,24,Student,No Income,3
66344,23,Student,No Income,2
66345,23,Student,No Income,4
66346,22,Student,No Income,5
66347,23,Student,Below Rs.10000,2
66348,23,Student,No Income,5
66349,20,Student,No Income,4
66350,24,Student,Below Rs.10000,3
66351,22,Student,Below Rs.10000,3
66352,22,Student,No Income,6
66353,22,Student,Below Rs.10000,4
66354,27,Employee,More than 50000,2
66355,22,Student,No Income,3
66356,24,Student,No Income,3
66357,23,Student,No Income,2
66358,23,Student,No Income,4
66359,22,Student,No Income,5
66360,23,Student,Below Rs.10000,2
66361,23,Student,No Income,5
66362,21,Student,No Income,4
66363,23,Self Employeed,10001 to 25000,5
66364,24,Student,No Income,6
66365,28,Employee,25001 to 50000,2
66366,23,Student,No Income,3
66367,25,Student,No Income,4
66368,21,Student,Below Rs.10000,1
66369,24,Student,No Income,3
66370,22,Student,No Income,4
66371,22,Student,No Income,4
66372,23,Student,No Income,4
66373,21,Student,Below Rs.10000,3
66374,25,Student,No Income,3
66375,22,Student,No Income,5
66376,22,Student,No Income,3
66377,23,Employee,10001 to 25000,3
66378,22,Student,Below Rs.10000,4
66379,22,Employee,10001 to 25000,5
66380,22,Student,No Income,4
66381,25,Employee,More than 50000,4
66382,22,Student,10001 to 25000,5
66383,22,Student,No Income,2
66384,25,Student,10001 to 25000,3
66385,25,Student,No Income,5
66386,32,House wife,No Income,5
66387,23,Student,No Income,3
66388,23,Student,No Income,4
66389,30,Self Employeed,More than 50000,4
66390,23,Student,No Income,3
66391,23,Student,No Income,4
66392,22,Student,No Income,5
66393,22,Student,No Income,5
66394,27,Self Employeed,10001 to 25000,2
66395,24,Student,No Income,3
66396,23,Student,No Income,2
66397,23,Student,No Income,3
66398,22,Student,10001 to 25000,5
66399,23,Student,No Income,5
66400,23,Student,No Income,2
66401,24,Student,No Income,3
66402,25,Student,No Income,2
66403,22,Student,No Income,3
66404,28,Student,No Income,2
66405,22,Student,No Income,1
66406,24,Student,No Income,3
66407,31,Employee,More than 50000,5
66408,25,Student,No Income,4
66409,23,Student,No Income,5
66410,22,Student,No Income,3
66411,23,Student,25001 to 50000,1
66412,23,Student,No Income,4
66413,23,Student,No Income,2
66414,25,Student,No Income,6
66415,24,Employee,10001 to 25000,4
66416,23,Student,No Income,4
66417,23,Student,No Income,4
66418,24,Employee,More than 50000,4
66419,22,Student,No Income,4
66420,24,Student,10001 to 25000,3
66421,25,Student,No Income,3
66422,23,Student,No Income,2
66423,26,Student,No Income,4
66424,24,Student,25001 to 50000,3
66425,26,Student,No Income,4
66426,21,Student,No Income,4
66427,22,Student,No Income,3
66428,24,Student,No Income,5
66429,24,Student,10001 to 25000,4
66430,23,Student,No Income,3
66431,23,Student,No Income,3
66432,22,Student,No Income,3
66433,23,Student,No Income,3
66434,24,Student,No Income,4
66435,24,Student,No Income,5
66436,25,Student,No Income,1
66437,25,Student,No Income,5
66438,28,Self Employeed,10001 to 25000,2
66439,27,Employee,25001 to 50000,5
66440,26,Self Employeed,10001 to 25000,1
66441,22,Student,No Income,2
66442,24,Student,No Income,3
66443,23,Student,No Income,1
66444,25,Student,No Income,1
66445,23,Student,No Income,5
66446,23,Student,No Income,5
66447,26,Employee,25001 to 50000,5
66448,32,House wife,No Income,3
66449,24,Student,10001 to 25000,3
66450,23,Student,No Income,2
66451,22,Employee,10001 to 25000,3
66452,24,Student,No Income,3
66453,26,Employee,25001 to 50000,2
66454,28,Employee,More than 50000,3
66455,26,Employee,More than 50000,2
66456,25,Student,No Income,1
66457,25,Employee,Below Rs.10000,2
66458,18,Student,No Income,5
66459,21,Student,No Income,4
66460,25,Student,No Income,1
66461,25,Student,Below Rs.10000,2
66462,23,Student,No Income,5
66463,23,Employee,10001 to 25000,2
66464,25,Employee,25001 to 50000,4
66465,31,House wife,No Income,5
66466,24,Self Employeed,More than 50000,2
66467,32,Employee,25001 to 50000,5
66468,25,Employee,25001 to 50000,3
66469,27,Self Employeed,More than 50000,5
66470,26,Self Employeed,25001 to 50000,3
66471,26,Self Employeed,25001 to 50000,3
66472,32,Employee,More than 50000,5
66473,24,Self Employeed,More than 50000,6
66474,27,Self Employeed,25001 to 50000,3
66475,23,Student,No Income,3
66476,25,Student,No Income,4
66477,23,Student,No Income,3
66478,23,Student,No Income,4
66479,28,Employee,More than 50000,3
66480,32,Employee,More than 50000,1
66481,23,Student,No Income,2
66482,19,Student,No Income,2
66483,19,Student,No Income,4
66484,27,Employee,25001 to 50000,2
66485,25,Self Employeed,25001 to 50000,3
66486,33,Employee,More than 50000,5
66487,26,Employee,More than 50000,3
66488,22,Student,Below Rs.10000,4
66489,23,Student,No Income,3
66490,22,Student,No Income,3
66491,25,Employee,25001 to 50000,2
66492,30,House wife,No Income,5
66493,24,Student,No Income,3
66494,25,Employee,10001 to 25000,3
66495,23,Student,More than 50000,3
66496,24,Student,No Income,4
66497,32,Employee,10001 to 25000,4
66498,22,Student,No Income,4
66499,23,Student,More than 50000,3
66500,23,Student,No Income,4
66501,20,Student,No Income,2
66502,21,Student,No Income,2
66503,24,Self Employeed,10001 to 25000,5
66504,23,Student,No Income,4
66505,25,Employee,25001 to 50000,3
66506,32,House wife,No Income,3
66507,27,Employee,More than 50000,5
66508,20,Student,No Income,2
66509,21,Student,No Income,2
66510,26,Employee,More than 50000,3
66511,25,Employee,10001 to 25000,4
66512,26,Employee,25001 to 50000,3
66513,26,Employee,25001 to 50000,3
66514,27,Employee,More than 50000,4
66515,27,Student,No Income,5
66516,24,Student,No Income,5
66517,25,Self Employeed,More than 50000,2
66518,20,Student,No Income,2
66519,22,Student,No Income,1
66520,26,Student,Below Rs.10000,3
66521,27,Employee,25001 to 50000,1
66522,25,Student,No Income,3
66523,24,Employee,Below Rs.10000,2
66524,23,Employee,10001 to 25000,6
66525,22,Student,No Income,2
66526,26,Self Employeed,More than 50000,3
66527,26,Employee,Below Rs.10000,1
66528,25,Self Employeed,25001 to 50000,3
66529,29,Employee,More than 50000,3
66530,23,Student,Below Rs.10000,3
66531,22,Employee,25001 to 50000,4
66532,22,Student,No Income,2
66533,32,House wife,No Income,5
66534,28,Employee,More than 50000,1
66535,22,Student,No Income,2
66536,25,Employee,10001 to 25000,2
66537,26,Employee,25001 to 50000,2
66538,31,Self Employeed,More than 50000,6
66539,24,Student,No Income,3
66540,24,Employee,25001 to 50000,2
66541,31,Employee,More than 50000,5
66542,26,Employee,25001 to 50000,2
66543,24,Self Employeed,More than 50000,2
66544,22,Student,No Income,3
66545,19,Student,No Income,6
66546,25,Employee,More than 50000,6
66547,23,House wife,No Income,6
66548,23,Student,No Income,2
66549,23,Student,No Income,2
66550,24,Student,No Income,5
66551,22,Employee,25001 to 50000,4
66552,26,Employee,More than 50000,4
66553,25,Student,No Income,3
66554,20,Student,No Income,2
66555,29,Employee,25001 to 50000,4
66556,23,Student,No Income,1
66557,25,Self Employeed,More than 50000,2
66558,29,Employee,25001 to 50000,4
66559,27,Self Employeed,25001 to 50000,6
66560,25,Self Employeed,10001 to 25000,3
66561,21,Student,No Income,2
66562,23,Student,No Income,3
66563,24,Employee,10001 to 25000,4
66564,32,Self Employeed,10001 to 25000,3
66565,28,Employee,25001 to 50000,5
66566,26,Employee,10001 to 25000,2
66567,31,House wife,No Income,5
66568,27,Self Employeed,25001 to 50000,3
66569,21,Student,No Income,1
66570,23,Student,No Income,2
66571,26,Employee,10001 to 25000,4
66572,32,Employee,More than 50000,5
66573,25,Student,No Income,2
66574,28,Self Employeed,10001 to 25000,2
66575,21,Student,No Income,3
66576,24,Student,No Income,2
66577,26,Self Employeed,10001 to 25000,5
66578,32,Employee,25001 to 50000,3
66579,29,Self Employeed,More than 50000,6
66580,21,Student,No Income,5
66581,24,Self Employeed,25001 to 50000,3
66582,26,Self Employeed,More than 50000,2
66583,25,Employee,More than 50000,3
66584,29,Employee,25001 to 50000,3
66585,22,Student,No Income,3
66586,24,Student,No Income,2
66587,27,Employee,25001 to 50000,2
66588,23,Student,No Income,3
66589,32,Employee,More than 50000,6
66590,22,Student,No Income,2
66591,28,Employee,25001 to 50000,3
66592,23,Student,No Income,2
66593,30,Self Employeed,More than 50000,1
66594,21,Student,No Income,3
66595,26,Employee,Below Rs.10000,6
66596,25,Self Employeed,More than 50000,3
66597,31,Employee,Below Rs.10000,1
66598,23,Employee,25001 to 50000,2
66599,29,Employee,25001 to 50000,3
66600,21,Student,No Income,6
66601,20,Student,No Income,3
66602,22,Employee,10001 to 25000,2
66603,30,House wife,No Income,6
66604,27,Self Employeed,More than 50000,3
66605,23,Student,No Income,2
66606,30,Self Employeed,25001 to 50000,6
66607,23,Student,No Income,3
66608,28,Employee,25001 to 50000,6
66609,30,Self Employeed,More than 50000,6
66610,24,Employee,25001 to 50000,2
66611,21,Student,No Income,2
66612,23,Employee,10001 to 25000,3
66613,25,Self Employeed,More than 50000,4
66614,24,Employee,25001 to 50000,2
